Geoname ID;Name;ASCII Name;Alternate Names;Feature Class;Feature Code;Country Code;Country name EN;Country Code 2;Admin1 Code;Admin2 Code;Admin3 Code;Admin4 Code;Population;Elevation;DIgital Elevation Model;Timezone;Modification date;LABEL EN;Coordinates
685142;Beleţi;Beleti;;P;PPL;RO;Romania;;03;14352;;;1974;;294;Europe/Bucharest;2016-02-07;Romania;44.9, 25.08333
685457;Bănia;Bania;Bania,Banja,Bănia;P;PPLA2;RO;Romania;;12;51305;;;1939;;286;Europe/Bucharest;2012-06-12;Romania;44.89583, 22.04472
685662;Balcani;Balcani;Balcani;P;PPLA2;RO;Romania;;04;21196;;;7958;;432;Europe/Bucharest;2012-06-12;Romania;46.63333, 26.55
685725;Balaci;Balaci;Balaci;P;PPLA2;RO;Romania;;35;151996;;;2485;;147;Europe/Bucharest;2012-06-12;Romania;44.35, 24.91667
685735;Bălăceana;Balaceana;;P;PPLA2;RO;Romania;;34;151530;;;1720;;359;Europe/Bucharest;2013-04-21;Romania;47.64338, 26.04764
685843;Baia;Baia;Baia,Hamagia,Hamangi,Hamangia;P;PPLA2;RO;Romania;;37;159785;;;4938;;11;Europe/Bucharest;2012-06-12;Romania;44.71667, 28.66667
685900;Bădeuți;Badeuti;Badeut,Badeutii-Noi,Badeutii-Vechi,Bădeuţ,Bădeuţii-Noi,Bădeuţii-Vechi;P;PPL;RO;Romania;;34;146931;;;1474;;342;Europe/Bucharest;2013-04-21;Romania;47.80277, 25.98387
685927;Baciu;Baciu;Baciu,Baciul;P;PPLA2;RO;Romania;;13;55838;;;8046;;395;Europe/Bucharest;2012-06-12;Romania;46.8, 23.51667
685944;Bacea;Bacea;;P;PPL;RO;Romania;;29;127689;;;1609;;162;Europe/Bucharest;2013-04-21;Romania;44.39824, 24.63759
685952;Băcani;Bacani;Bacani,Băcani;P;PPLA2;RO;Romania;;38;162327;;;2748;;159;Europe/Bucharest;2012-06-12;Romania;46.33333, 27.66667
686239;Arbore;Arbore;Arbore;P;PPLA2;RO;Romania;;34;146860;;;6736;;367;Europe/Bucharest;2012-06-12;Romania;47.73333, 25.93333
686544;Albeştii Pământeni;Albestii Pamanteni;Albesti,Albesti-Pamanteni,Albesti-Paminteni,Albestii Pamanteni,Albestii Paminteni,Albestii-Pamanteni,Albeşti,Albeşti-Pământeni,Albeşti-Pămînteni,Albeştii Pământeni,Albeştii Pămînteni,Albeştii-Pământeni,Pamanteni,Paminteni,Pământeni,Pămînteni;P;PPL;RO;Romania;;03;13819;;;5815;;489;Europe/Bucharest;2020-03-08;Romania;45.21667, 24.66667
11001447;Toaca;Toaca;Toka;P;PPL;RO;Romania;;27;117426;;;1871;;557;Europe/Bucharest;2015-12-16;Romania;46.79975, 24.9641
662317;Zamostea;Zamostea;Zamostea;P;PPLA2;RO;Romania;;34;151246;;;3177;;296;Europe/Bucharest;2012-06-12;Romania;47.86667, 26.2
662476;Voluntari;Voluntari;Cetatea Voluntareasca,Cetatea Voluntărească,Parcu Voluntarilor,Stefanestii Noi,Stefăneştii Noi,Voluntari,Волунтари;P;PPLA2;RO;Romania;;43;179551;;;30323;;82;Europe/Bucharest;2013-09-29;Romania;44.49002, 26.17338
662553;Vlăsineşti;Vlasinesti;Vlasinesti,Vlăsineşti;P;PPLA2;RO;Romania;;07;39792;;;3380;;116;Europe/Bucharest;2012-06-12;Romania;47.93333, 26.88333
662645;Vlădaia;Vladaia;Vladaia,Vlădaia;P;PPLA2;RO;Romania;;26;113929;;;2185;;196;Europe/Bucharest;2012-06-12;Romania;44.35, 23.03333
662742;Vârteju;Varteju;Vartej,Varteju,Vartejul,Vartejul-Nefliu,Virteju,Vârtej,Vârteju,Vârtejul,Vârtejul-Nefliu,Vîrteju;P;PPL;RO;Romania;;43;179409;;;1818;;80;Europe/Bucharest;2013-04-20;Romania;44.35606, 25.99183
662822;Vânători-Neamţ;Vanatori-Neamt;Draguta,Drahutel,Drăguţa,Drăhutel,Schitu-Procov,Schitu-Sihlea,Schitu-Vovidenia,Schitul Sihlea,Todiriteni,Todiriţeni,Tudoriteni,Ungureni,Valea Drahutel,Valea Drăhuţel,Vanatori-Neamt,Vanatori-Neamtu,Vanatorii-Neamt,Vinatori-Neamt,Vânători-Neamţ,Vânători-Neamţu,Vânătorii-Neamţ,Vînători-Neamţ;P;PPL;RO;Romania;;28;125016;;;7270;;445;Europe/Bucharest;2023-12-04;Romania;47.2, 26.31667
662920;Viişoara;Viisoara;Agirbiciu,Agîrbiciu,Viisoara,Viişoara;P;PPLA2;RO;Romania;;13;60062;;;5786;;340;Europe/Bucharest;2012-06-12;Romania;46.55, 23.91667
662984;Victoria;Victoria;;P;PPL;RO;Romania;;07;37734;;;1380;;100;Europe/Bucharest;2013-04-20;Romania;47.61018, 27.1673
663032;Verșești;Versesti;;P;PPL;RO;Romania;;04;25148;;;1029;;280;Europe/Bucharest;2013-04-20;Romania;46.44904, 26.70183
663048;Verendin;Verendin;;P;PPL;RO;Romania;;12;53130;;;2016;;507;Europe/Bucharest;2013-04-20;Romania;45.07755, 22.23917
663105;Vătava;Vatava;Felsorepa,Felsörèpa,Vatava,Vătava;P;PPLA2;RO;Romania;;27;120138;;;2099;;635;Europe/Bucharest;2012-06-12;Romania;46.96667, 24.76667
663261;Văleni-Dâmbovița;Valeni-Dambovita;;P;PPLA2;RO;Romania;;16;69303;;;2435;;522;Europe/Bucharest;2015-11-25;Romania;45.16667, 25.18333
663447;Valea Sării;Valea Sarii;Valea Sarii,Valea Sării,Valea-Sarei,Valea-Sărei;P;PPLA2;RO;Romania;;40;178313;;;545;;353;Europe/Bucharest;2013-04-20;Romania;45.87686, 26.79873
663532;Valea Părului;Valea Parului;Putintei,Putinteiu,Puţintei,Puţinteiu,Valea Parului,Valea Părului;P;PPL;RO;Romania;;35;153339;;;1056;;38;Europe/Bucharest;2013-04-20;Romania;43.91727, 25.46589
256637;Náfplio;Nafplio;Anabolu,Mora Yenisehri,Mora Yenişehri,Nafplio,Nafplion,Napoli di Romania,Nauplia,Nauplie,Nauplion,Navplio,Navplion,Náfplio,Náfplion,Návplio,Návplion,anabwly,nafupurio,Ναύπλιο,Ναύπλιον,Нафплион,انابولی,ナフプリオ;P;PPLA2;GR;Greece;;ESYE25;36;9236;;14582;;5;Europe/Athens;2020-06-10;Greece;37.56863, 22.80691
662217;Zetea;Zetea;Zetea,Zetelaka;P;PPLA2;RO;Romania;;20;86366;;;5670;;526;Europe/Bucharest;2014-06-04;Romania;46.38333, 25.36667
662419;Vulcăneasa;Vulcaneasa;Vulcaneasa,Vulcanesisa,Vulcăneasa,Vulcănesisa;P;PPL;RO;Romania;;40;176686;;;1101;;251;Europe/Bucharest;2013-04-20;Romania;45.77388, 26.90981
662445;Vrănești;Vranesti;;P;PPL;RO;Romania;;03;15108;;;1218;;273;Europe/Bucharest;2013-04-20;Romania;44.84595, 25.00716
662520;Voinești;Voinesti;;P;PPL;RO;Romania;;03;16908;;;1895;;644;Europe/Bucharest;2013-04-20;Romania;45.30007, 25.07225
662558;Vlăsceni;Vlasceni;;P;PPL;RO;Romania;;16;68468;;;1066;;136;Europe/Bucharest;2013-04-20;Romania;44.58522, 25.59931
662884;Vâlcele;Valcele;Elopatak,Elöpatak,Valcele,Vâlcele;P;PPLA2;RO;Romania;;15;64942;;;3646;;640;Europe/Bucharest;2012-06-12;Romania;45.85, 25.68333
662898;Vâlcăneşti;Valcanesti;Valcanesti,Vilcanesti,Vâlcăneşti,Vîlcăneşti;P;PPLA2;RO;Romania;;30;136198;;;0;;299;Europe/Bucharest;2012-06-12;Romania;45.11667, 25.93333
662936;Viile Satu Mare;Viile Satu Mare;Viile,Viile Satu Mare,Viile-Satmarului,Viile-Sătmarului;P;PPLA2;RO;Romania;;32;139394;;;3178;;162;Europe/Bucharest;2012-06-12;Romania;47.66667, 22.95
662994;Vicovu de Jos;Vicovu de Jos;Vicovu de Jos,Vicovul-de-Jos;P;PPLA2;RO;Romania;;34;151077;;;5956;;438;Europe/Bucharest;2012-06-12;Romania;47.9, 25.73333
663306;Valea Vinului;Valea Vinului;Valea Vinului;P;PPLA2;RO;Romania;;32;139287;;;2221;;143;Europe/Bucharest;2012-06-12;Romania;47.71667, 23.18333
663386;Valea Stanciului;Valea Stanciului;Valea Stanciului;P;PPLA2;RO;Romania;;17;74581;;;6264;;76;Europe/Bucharest;2012-06-12;Romania;43.98333, 23.86667
663636;Valea Mare;Valea Mare;Valea Mare,Valea Mare Noua,Valea Mare Nouă;P;PPLA2;RO;Romania;;29;129656;;;3961;;198;Europe/Bucharest;2012-06-12;Romania;44.46667, 24.43333
664073;Urziceni;Urziceni;Urziceni;P;PPLA2;RO;Romania;;32;139250;;;1479;;119;Europe/Bucharest;2012-06-12;Romania;47.73333, 22.4
664204;Unirea;Unirea;Socariciu,Socariciul,Unirea,Şocariciu,Şocariciul;P;PPLA2;RO;Romania;;41;94651;;;2954;;10;Europe/Bucharest;2012-06-12;Romania;44.26667, 27.63333
664205;Unirea;Unirea;Risipiti,Risipiţi;P;PPLA2;RO;Romania;;17;74536;;;4225;;95;Europe/Bucharest;2012-06-12;Romania;44.15, 23.18333
664247;Ungureni;Ungureni;Tudor Vladimirescu,Ungureni;P;PPL;RO;Romania;;16;66857;;;1994;;147;Europe/Bucharest;2013-04-21;Romania;44.57804, 25.50006
664317;Ulma;Ulma;;P;PPLA2;RO;Romania;;34;150702;;;2285;;685;Europe/Bucharest;2012-06-12;Romania;47.88333, 25.3
664598;Trivalea-Moşteni;Trivalea-Mosteni;Trivalea,Trivalea-Mosteni,Trivalea-Moşteni;P;PPLA2;RO;Romania;;35;154754;;;3359;;90;Europe/Bucharest;2012-06-12;Romania;44.26667, 25.23333
664885;Tiur;Tiur;;P;PPL;RO;Romania;;01;1348;;;1765;;247;Europe/Bucharest;2013-04-21;Romania;46.16009, 23.88927
664910;Tismana;Tismana;Tismana;P;PPLA2;RO;Romania;;19;82430;;;7751;;212;Europe/Bucharest;2012-06-12;Romania;45.05, 22.96667
665003;Târgu Neamţ;Targu Neamt;Neamtzu,Nemetvasar,Nemetvásár,Pomete,Pometea,Targu-Neamt,Targul Neamt,Tirgu Neamt,Tuteni,Târgu-Neamţ,Târgul Neamţ,Tîrgu Neamţ,Ţuţeni;P;PPLA2;RO;Romania;;28;121055;;;20473;;361;Europe/Bucharest;2014-06-04;Romania;47.2, 26.36667
665290;Telega;Telega;Telega;P;PPLA2;RO;Romania;;30;135789;;;6358;;436;Europe/Bucharest;2012-06-12;Romania;45.13333, 25.78333
665435;Tătaru;Tataru;Tataru,Tatarul,Tătaru,Tătarul;P;PPL;RO;Romania;;08;43073;;;2178;;41;Europe/Bucharest;2013-04-21;Romania;44.84482, 27.43376
666069;Stoeneşti;Stoenesti;;P;PPLA2;RO;Romania;;39;173230;;;3863;;307;Europe/Bucharest;2012-06-12;Romania;45.11667, 24.16667
666070;Stoenești;Stoenesti;;P;PPL;RO;Romania;;30;132075;;;1351;;212;Europe/Bucharest;2013-04-21;Romania;44.92422, 25.85881
666134;Stânca;Stanca;Stanca,Stinca,Stînca;P;PPL;RO;Romania;;28;123521;;;1280;;542;Europe/Bucharest;2013-04-21;Romania;47.23069, 26.13139
666340;Spiru Haret;Spiru Haret;Geormaneasa,Geormăneasa,Spiru Haret;P;PPL;RO;Romania;;08;42842;;;1606;;15;Europe/Bucharest;2013-04-21;Romania;44.86715, 27.74463
666399;Şovarna;Sovarna;Sovarna,Sovarna de Jos,Şovarna;P;PPLA2;RO;Romania;;26;113698;;;1416;;275;Europe/Bucharest;2012-06-12;Romania;44.85361, 22.7925
666569;Sodomeni;Sodomeni;;P;PPLX;RO;Romania;;23;95391;;;1263;;300;Europe/Bucharest;2013-04-21;Romania;47.22233, 26.68805
666641;Smeeni;Smeeni;Smeeni;P;PPLA2;RO;Romania;;11;49545;;;7015;;78;Europe/Bucharest;2012-06-12;Romania;44.98333, 26.85
667103;Șimișna;Simisna;Simisna,Şimişna;P;PPLA2;RO;Romania;;31;179695;;;1095;;250;Europe/Bucharest;2013-04-21;Romania;47.23202, 23.6237
667216;Sihlea;Sihlea;Sihlea;P;PPLA2;RO;Romania;;40;177600;;;5354;;107;Europe/Bucharest;2012-06-12;Romania;45.5, 27.11667
667458;Secusigiu;Secusigiu;Secusigiu,Secusigiul,Sekeschut,Sekushich,Szekeskut,Székeskút;P;PPLA2;RO;Romania;;02;11940;;;5748;;97;Europe/Bucharest;2012-06-12;Romania;46.08333, 20.98333
667593;Scorniceşti;Scornicesti;Piscantesti,Piscanteşti,Scornicesti,Scorniceşti;P;PPLA2;RO;Romania;;29;128711;;;12456;;204;Europe/Bucharest;2012-06-12;Romania;44.56667, 24.55
667706;Scheia;Scheia;;P;PPLA2;RO;Romania;;34;146432;;;7533;;307;Europe/Bucharest;2012-06-12;Romania;47.65, 26.23333
667828;Satu Nou;Satu Nou;;P;PPL;RO;Romania;;04;24276;;;1699;;351;Europe/Bucharest;2013-04-21;Romania;46.24447, 26.65343
668076;Săpânţa;Sapanta;Sapanta,Sapinta,Săpânta,Săpânţa,Săpînţa;P;PPL;RO;Romania;;25;108945;;;3234;;269;Europe/Bucharest;2020-03-08;Romania;47.96667, 23.7
668292;Săcuieu;Sacuieu;Sacueu,Sacuieu,Săcueu,Săcuieu;P;PPLA2;RO;Romania;;13;59283;;;666;;620;Europe/Bucharest;2013-04-21;Romania;46.82335, 22.88824
668315;Săcele;Sacele;Peletlia,Pelitlia,Sacele,Sehchele,Săcele,Сэчеле;P;PPLA2;RO;Romania;;14;62878;;;2196;;43;Europe/Bucharest;2012-06-12;Romania;44.48333, 28.65
668566;Rotunda;Rotunda;;P;PPL;RO;Romania;;28;122347;;;1498;;188;Europe/Bucharest;2013-04-21;Romania;47.0221, 26.96266
668643;Roşia de Secaş;Rosia de Secas;Rosia de Secas,Roşia de Secaş;P;PPLA2;RO;Romania;;01;6930;;;1660;;314;Europe/Bucharest;2012-06-12;Romania;46.05, 23.88333
668732;Roman;Roman;Roman,Roman i Romania,Romanas,Romanvasar,Románvásár,loman,luo man,rwman,Ρόμαν,Роман,ראמאן,רומאן,رومان,羅曼,로만;P;PPLA2;RO;Romania;;28;120860;;;67819;;202;Europe/Bucharest;2015-11-27;Romania;46.92119, 26.92646
668903;Râmești;Ramesti;Rimesti,Rîmești;P;PPL;RO;Romania;;39;173793;;;1044;;255;Europe/Bucharest;2016-01-08;Romania;44.56667, 24.1
669072;Răzvad;Razvad;Rasvadu-de-Jos,Rasvadul de Jos,Razvad,Razvadu de Jos,Răsvadu-de-Jos,Răsvadul de Jos,Răzvad,Răzvadu de Jos;P;PPL;RO;Romania;;16;65431;;;8305;;260;Europe/Bucharest;2016-02-07;Romania;44.93333, 25.53333
669116;Răteşti;Ratesti;;P;PPLA2;RO;Romania;;03;18331;;;3368;;226;Europe/Bucharest;2012-06-12;Romania;44.73333, 25.13333
669169;Răscăeți;Rascaeti;;P;PPLA2;RO;Romania;;16;179926;;;2232;;177;Europe/Bucharest;2013-04-21;Romania;44.59221, 25.2699
669222;Radu Vodă;Radu Voda;Radu Voda,Radu Vodă,Rodu Voda,Rodu Vodă;P;PPL;RO;Romania;;41;93931;;;1367;;48;Europe/Bucharest;2013-04-21;Romania;44.38563, 26.92541
669327;Racovița;Racovita;;P;PPL;RO;Romania;;16;66474;;;1256;;210;Europe/Bucharest;2013-04-21;Romania;44.83927, 25.62082
669554;Proviţa de Sus;Provita de Sus;;P;PPLA2;RO;Romania;;30;134899;;;2333;;470;Europe/Bucharest;2012-06-12;Romania;45.13333, 25.63333
669590;Pristol;Pristol;Pristol,Pristolu;P;PPLA2;RO;Romania;;26;113206;;;1774;;42;Europe/Bucharest;2012-06-12;Romania;44.22472, 22.70917
669832;Poroschia;Poroschia;Poroschia;P;PPLA2;RO;Romania;;35;151834;;;4544;;38;Europe/Bucharest;2012-06-12;Romania;43.93333, 25.36667
670058;Poiana Mărului;Poiana Marului;Poiana Marului,Poiana Mărului,Varati,Viriti,Vârâţi,Vîrîţi;P;PPL;RO;Romania;;23;96147;;;1067;;239;Europe/Bucharest;2013-04-21;Romania;47.37951, 26.89243
670372;Poboru;Poboru;Poboru,Poborul;P;PPLA2;RO;Romania;;29;128301;;;2367;;279;Europe/Bucharest;2012-06-12;Romania;44.66667, 24.5
670434;Plopșoru;Plopsoru;;P;PPL;RO;Romania;;42;102446;;;1042;;70;Europe/Bucharest;2013-04-21;Romania;44.0119, 25.99306
670832;Pietroasa;Pietroasa;Petroasa,Petrosz,Petrosza,Petrósz,Petrósza,Pietroasa,Vasaskofalva,Vasaskőfalva;P;PPLA2;RO;Romania;;05;30336;;;3386;;365;Europe/Bucharest;2012-06-12;Romania;46.58333, 22.55
670857;Pietrarii de Sus;Pietrarii de Sus;;P;PPL;RO;Romania;;39;172340;;;1599;;381;Europe/Bucharest;2013-04-21;Romania;45.11697, 24.09336
670921;Piatra;Piatra;Piatra,Tasaul,Tashaul,Taşaul;P;PPL;RO;Romania;;14;62191;;;1319;;6;Europe/Bucharest;2013-04-21;Romania;44.40492, 28.56143
670926;Pianu de Jos;Pianu de Jos;Alsopian,Alsópián,Pianu de Jos,Pianul-de-Jos;P;PPL;RO;Romania;;01;6217;;;1142;;267;Europe/Bucharest;2014-06-04;Romania;45.93528, 23.48912
671049;Peştişu Mic;Pestisu Mic;Pestisu Mic,Pestisul-Mic,Pestişul-Mic,Peştişu Mic;P;PPLA2;RO;Romania;;21;90431;;;1272;;245;Europe/Bucharest;2012-06-12;Romania;45.8, 22.88333
671352;Parava;Parava;Parava;P;PPLA2;RO;Romania;;04;24034;;;3367;;160;Europe/Bucharest;2012-06-12;Romania;46.3, 27.0
671550;Padina Mică;Padina Mica;;P;PPL;RO;Romania;;26;112806;;;1924;;238;Europe/Bucharest;2016-02-07;Romania;44.42722, 22.9925
671561;Padea;Padea;;P;PPL;RO;Romania;;17;72221;;;1151;;59;Europe/Bucharest;2013-04-21;Romania;44.02128, 23.86827
671586;Oveselu;Oveselu;Maciuca,Măciuca,Ovesel,Oveselu;P;PPL;RO;Romania;;39;171101;;;2193;;250;Europe/Bucharest;2016-02-07;Romania;44.75, 24.01667
671878;Olari;Olari;Olari,Vilsanesti,Vîlsăneşti;P;PPL;RO;Romania;;29;128178;;;1003;;133;Europe/Bucharest;2013-04-21;Romania;44.30783, 24.20857
672134;Nucşoara;Nucsoara;;P;PPLA2;RO;Romania;;03;17771;;;1687;;742;Europe/Bucharest;2012-06-12;Romania;45.33333, 24.78333
672263;Nicolae Titulescu;Nicolae Titulescu;Atirnati,Atîrnaţi,Nicolae Titulescu,Titulesti,Tituleşti;P;PPLA2;RO;Romania;;29;127714;;;3095;;138;Europe/Bucharest;2012-06-12;Romania;44.3, 24.8
672279;Nicolae Bălcescu;Nicolae Balcescu;Balcescu Nicolae,Bălcescu Nicolae,Nicolae Balcescu,Nicolae Bălcescu,Presna-Gara,Presna-Gară;P;PPLA2;RO;Romania;;41;104341;;;1692;;56;Europe/Bucharest;2012-06-12;Romania;44.45, 26.76667
672847;Moroeni;Moroeni;Moreni,Moroeni,Moroenii,Moroieni;P;PPLA2;RO;Romania;;16;68182;;;5042;;569;Europe/Bucharest;2012-06-12;Romania;45.21667, 25.43333
673134;Mirceștii Noi;Mircestii Noi;Mircesti Noi,Mircestii Noi,Mircestii-Noui,Mirceştii Noi,Mirceştii-Noui;P;PPL;RO;Romania;;40;178607;;;1091;;43;Europe/Bucharest;2013-04-21;Romania;45.75072, 27.2726
673213;Mândrești;Mandresti;Mindresti,Mîndreşti;P;PPL;RO;Romania;;07;39738;;;1037;;325;Europe/Bucharest;2015-11-18;Romania;47.73333, 26.48333
673347;Mihoveni;Mihoveni;;P;PPL;RO;Romania;;34;146432;;;2152;;374;Europe/Bucharest;2013-04-21;Romania;47.67994, 26.1822
673350;Miheşu de Câmpie;Mihesu de Campie;Mihasul-de-Campie,Mihesu de Cimpie,Mihesul de Campie,Miheşu de Cîmpie,Miheşul de Câmpie,Mihăşul-de-Câmpie;P;PPLA2;RO;Romania;;27;118370;;;0;;363;Europe/Bucharest;2012-06-12;Romania;46.68333, 24.15
673365;Mihai Viteazu;Mihai Viteazu;Alsoszentmihalyfalva,Alsószentmihályfalva,Mihai Viteazu,Mihai-Viteazul,Mihaiu Viteazul,Szentmihaly,Szentmihály;P;PPLA2;RO;Romania;;13;55277;;;5659;;330;Europe/Bucharest;2012-06-12;Romania;46.53333, 23.75
673737;Mărtineşti;Martinesti;Martinesti,Mărtineşti;P;PPLA2;RO;Romania;;21;90262;;;1035;;222;Europe/Bucharest;2012-06-12;Romania;45.81667, 23.13333
674493;Lunca;Lunca;Cauli-Buceag,Caulî-Buceag,Lunca;P;PPL;RO;Romania;;37;160092;;;1404;;3;Europe/Bucharest;2013-04-21;Romania;44.73288, 28.77495
674497;Lunca;Lunca;Lunca,Raioasa,Riiosa,Râioasa,Rîiosa;P;PPLA2;RO;Romania;;35;153151;;;6485;;34;Europe/Bucharest;2012-06-12;Romania;43.83333, 24.76667
674649;Livezi;Livezi;Livezi,Valea Rea,Valea Rea Targ,Valea Rea Târg,Valea Rea-Tirg,Valea Rea-Tîrg;P;PPLA2;RO;Romania;;04;23289;;;905;;270;Europe/Bucharest;2013-04-21;Romania;46.40639, 26.73613
674673;Livada de Bihor;Livada de Bihor;;P;PPL;RO;Romania;;05;30149;;;1257;;125;Europe/Bucharest;2013-04-21;Romania;47.01039, 21.80836
675045;Lăpuş;Lapus;Dlanlepos,Dlanlěpos,Lapus,Lăpuş;P;PPLA2;RO;Romania;;25;108222;;;3769;;390;Europe/Bucharest;2012-06-12;Romania;47.5, 24.01667
675183;Jorăști;Jorasti;;P;PPL;RO;Romania;;40;178607;;;1314;;38;Europe/Bucharest;2013-04-21;Romania;45.71477, 27.26335
675510;Ipotești;Ipotesti;;P;PPLA2;RO;Romania;;29;130348;;;1519;;114;Europe/Bucharest;2013-04-21;Romania;44.32529, 24.40089
675863;Iacobeni;Iacobeni;Iacobeni,Iacobeni-Mari,Iacobeni-Vechi;P;PPL;RO;Romania;;07;37057;;;1073;;94;Europe/Bucharest;2013-04-21;Romania;47.86115, 26.91304
675872;Iablaniţa;Iablanita;Bela Jablanica,Iablanita,Iablaniţa,Jablanita,Jablaniţa;P;PPLA2;RO;Romania;;12;53023;;;2566;;233;Europe/Bucharest;2012-06-12;Romania;44.95028, 22.31417
675889;Husnicioara;Husnicioara;Husnicioara;P;PPLA2;RO;Romania;;26;112129;;;1699;;283;Europe/Bucharest;2012-06-12;Romania;44.67806, 22.8425
675920;Humoreni;Humoreni;;P;PPL;RO;Romania;;34;151433;;;1026;;356;Europe/Bucharest;2016-01-02;Romania;47.66667, 25.98333
675941;Hudeşti;Hudesti;Hudesti,Hudesti Mari,Hudesti-Lupeni,Hudeşti,Hudeşti-Lupeni,Lupeni;P;PPLA2;RO;Romania;;07;37770;;;6360;;191;Europe/Bucharest;2012-06-12;Romania;48.15, 26.5
676163;Hârşova;Harsova;Harosora,Harsova,Hirsova,Hâroşora,Hârşova,Hîrşova,Khursovo,khrswh,Хърсово,خرسوه;P;PPLA2;RO;Romania;;14;60801;;;10055;;17;Europe/Bucharest;2019-02-28;Romania;44.68555, 27.95009
676186;Hinova;Hinova;Hinova;P;PPLA2;RO;Romania;;26;112076;;;2808;;61;Europe/Bucharest;2012-06-12;Romania;44.54056, 22.77694
676356;Hălmagiu;Halmagiu;Grosshalmagen,Halmagiu,Halmagy,Halmágy,Hamagiul,Hălmagiu,Hămagiul,Nagyhalmagy,Nagyhalmágy;P;PPLA2;RO;Romania;;02;11058;;;3507;;240;Europe/Bucharest;2012-06-12;Romania;46.26667, 22.58333
676447;Gurbăneşti;Gurbanesti;Gurbanesti,Gurbăneşti;P;PPLA2;RO;Romania;;41;103568;;;1640;;27;Europe/Bucharest;2012-06-12;Romania;44.38333, 26.7
676451;Gura Vulcanei;Gura Vulcanei;;P;PPL;RO;Romania;;16;179640;;;1320;;354;Europe/Bucharest;2013-04-21;Romania;45.02442, 25.39596
676478;Gura Teghii;Gura Teghii;Gura Teghii,Gura Teohii;P;PPLA2;RO;Romania;;11;47079;;;3835;;507;Europe/Bucharest;2012-06-12;Romania;45.48333, 26.41667
676588;Gugeşti;Gugesti;Gugesti,Gugeşti;P;PPLA2;RO;Romania;;40;176301;;;6478;;81;Europe/Bucharest;2012-06-12;Romania;45.56667, 27.13333
676741;Greoni;Greoni;Geroc,Gerőc,Greoni;P;PPL;RO;Romania;;12;52990;;;1057;;119;Europe/Bucharest;2022-02-21;Romania;45.08901, 21.61731
676783;Gratia;Gratia;Gratia,Gratia Mare;P;PPLA2;RO;Romania;;35;153062;;;2996;;115;Europe/Bucharest;2012-06-12;Romania;44.43333, 25.45
676819;Grădiştea;Gradistea;Cacomeanca,Gradistea,Grădiştea;P;PPLA2;RO;Romania;;41;93664;;;5232;;10;Europe/Bucharest;2012-06-12;Romania;44.23333, 27.21667
676948;Golești;Golesti;;P;PPL;RO;Romania;;03;13392;;;1073;;253;Europe/Bucharest;2013-04-21;Romania;44.8397, 24.9653
676972;Gohor;Gohor;Gohor,Gohorul;P;PPLA2;RO;Romania;;18;76497;;;3886;;106;Europe/Bucharest;2012-06-12;Romania;46.06667, 27.4
676975;Gogoşu;Gogosu;Gogosiu,Gogosu,Gogosul,Gogoşiu,Gogoşu,Gogoşul;P;PPLA2;RO;Romania;;17;72604;;;1017;;238;Europe/Bucharest;2012-06-12;Romania;44.41667, 23.36667
677323;Ghirdoveni;Ghirdoveni;;P;PPLA2;RO;Romania;;16;67737;;;3317;;240;Europe/Bucharest;2015-11-25;Romania;44.94059, 25.67368
677337;Ghiorac;Ghiorac;Gherac,Ghiorac;P;PPL;RO;Romania;;05;28665;;;1922;;96;Europe/Bucharest;2013-04-21;Romania;46.7134, 21.68309
677435;Ghergheşti;Gherghesti;Micesti,Miceşti;P;PPLA2;RO;Romania;;38;163967;;;2785;;246;Europe/Bucharest;2012-06-12;Romania;46.5, 27.51667
677557;Gavojdia;Gavojdia;Gavojdia;P;PPLA2;RO;Romania;;36;157031;;;3122;;142;Europe/Bucharest;2012-06-12;Romania;45.61667, 22.01667
677712;Găiseni;Gaiseni;Gaiseni,Găiseni;P;PPLA2;RO;Romania;;42;103087;;;5455;;125;Europe/Bucharest;2012-06-12;Romania;44.515, 25.64528
677773;Furcenii Noi;Furcenii Noi;;P;PPL;RO;Romania;;18;76040;;;1465;;62;Europe/Bucharest;2013-04-21;Romania;45.81118, 27.33954
678555;Iepureşti;Iepuresti;Epuresti,Epureşti,Iepuresti,Iepureşti;P;PPL;RO;Romania;;42;103693;;;2334;;67;Europe/Bucharest;2016-02-07;Romania;44.25806, 25.88222
678705;Dumbrăveni;Dumbraveni;Dumbraveni,Dumbrăveni,Generalissimul Suvorov,Plainesti,Plăineşti,Suvorov,Targu Cucu,Targul Cucului,Tirgu Cucului,Târgu Cucu,Târgul Cucului;P;PPLA2;RO;Romania;;40;175938;;;4156;;112;Europe/Bucharest;2012-06-12;Romania;45.53333, 27.11667
678902;Drăgoteşti;Dragotesti;Dragotesti,Drăgoteşti;P;PPLA2;RO;Romania;;19;80249;;;2685;;282;Europe/Bucharest;2012-06-12;Romania;44.8, 23.16667
678922;Dragomireşti;Dragomiresti;Dragomerfalu,Dragomerfalva,דראגאמירעשט;P;PPLA2;RO;Romania;;25;108017;;;3116;;434;Europe/Bucharest;2012-06-12;Romania;47.66839, 24.29111
678952;Dragodănești;Dragodanesti;;P;PPL;RO;Romania;;16;66526;;;1479;;393;Europe/Bucharest;2013-04-21;Romania;45.05552, 25.23631
